Country Name,Country Code,Series Name,Series Code,2019 [YR2019]
Mongolia,MNG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Montenegro,MNE,Population density (people per sq. km of land area),EN.POP.DNST,46.2474349442379
Montenegro,MNE,"Population, total",SP.POP.TOTL,622028
Montenegro,MNE,Population in largest city,EN.URB.LCTY,..
Montenegro,MNE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,15.13
Montenegro,MNE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Morocco,MAR,Population density (people per sq. km of land area),EN.POP.DNST,81.3453013667936
Morocco,MAR,"Population, total",SP.POP.TOTL,36304408
Morocco,MAR,Population in largest city,EN.URB.LCTY,3716093
Morocco,MAR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Morocco,MAR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Mozambique,MOZ,Population density (people per sq. km of land area),EN.POP.DNST,38.5126719906407
Mozambique,MOZ,"Population, total",SP.POP.TOTL,30285595
Mozambique,MOZ,Population in largest city,EN.URB.LCTY,1668740
Mozambique,MOZ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Mozambique,MOZ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Myanmar,MMR,Population density (people per sq. km of land area),EN.POP.DNST,81.2627730963689
Myanmar,MMR,"Population, total",SP.POP.TOTL,53040212
Myanmar,MMR,Population in largest city,EN.URB.LCTY,5243989
Myanmar,MMR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,0.41
Myanmar,MMR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,89.0699462890625
Namibia,NAM,Population density (people per sq. km of land area),EN.POP.DNST,2.97178879860074
Namibia,NAM,"Population, total",SP.POP.TOTL,2446644
Namibia,NAM,Population in largest city,EN.URB.LCTY,417380
Namibia,NAM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Namibia,NAM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Nauru,NRU,Population density (people per sq. km of land area),EN.POP.DNST,606.6
Nauru,NRU,"Population, total",SP.POP.TOTL,12132
Nauru,NRU,Population in largest city,EN.URB.LCTY,..
Nauru,NRU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Nauru,NRU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Nepal,NPL,Population density (people per sq. km of land area),EN.POP.DNST,201.133561213812
Nepal,NPL,"Population, total",SP.POP.TOTL,28832496
Nepal,NPL,Population in largest city,EN.URB.LCTY,1376108
Nepal,NPL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Nepal,NPL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Netherlands,NLD,Population density (people per sq. km of land area),EN.POP.DNST,515.143272943273
Netherlands,NLD,"Population, total",SP.POP.TOTL,17344874
Netherlands,NLD,Population in largest city,EN.URB.LCTY,1140339
Netherlands,NLD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.38
Netherlands,NLD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
New Caledonia,NCL,Population density (people per sq. km of land area),EN.POP.DNST,14.8380743982495
New Caledonia,NCL,"Population, total",SP.POP.TOTL,271240
New Caledonia,NCL,Population in largest city,EN.URB.LCTY,..
New Caledonia,NCL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,10.88
New Caledonia,NCL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
New Zealand,NZL,Population density (people per sq. km of land area),EN.POP.DNST,18.9100300026585
New Zealand,NZL,"Population, total",SP.POP.TOTL,4979200
New Zealand,NZL,Population in largest city,EN.URB.LCTY,1582028
New Zealand,NZL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.11
New Zealand,NZL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Nicaragua,NIC,Population density (people per sq. km of land area),EN.POP.DNST,55.3758018946319
Nicaragua,NIC,"Population, total",SP.POP.TOTL,6663924
Nicaragua,NIC,Population in largest city,EN.URB.LCTY,1055472
Nicaragua,NIC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Nicaragua,NIC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Niger,NER,Population density (people per sq. km of land area),EN.POP.DNST,18.507454803821
Niger,NER,"Population, total",SP.POP.TOTL,23443393
Niger,NER,Population in largest city,EN.URB.LCTY,1251511
Niger,NER,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Niger,NER,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Nigeria,NGA,Population density (people per sq. km of land area),EN.POP.DNST,223.222648967357
Nigeria,NGA,"Population, total",SP.POP.TOTL,203304492
Nigeria,NGA,Population in largest city,EN.URB.LCTY,13903620
Nigeria,NGA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,10.7
Nigeria,NGA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
North Macedonia,MKD,Population density (people per sq. km of land area),EN.POP.DNST,82.3431403647898
North Macedonia,MKD,"Population, total",SP.POP.TOTL,2076694
North Macedonia,MKD,Population in largest city,EN.URB.LCTY,589751
North Macedonia,MKD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,17.39
North Macedonia,MKD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Northern Mariana Islands,MNP,Population density (people per sq. km of land area),EN.POP.DNST,108.386956521739
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,49858
Northern Mariana Islands,MNP,Population in largest city,EN.URB.LCTY,..
Northern Mariana Islands,MNP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Northern Mariana Islands,MNP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Norway,NOR,Population density (people per sq. km of land area),EN.POP.DNST,14.6479975020132
Norway,NOR,"Population, total",SP.POP.TOTL,5347896
Norway,NOR,Population in largest city,EN.URB.LCTY,1026758
Norway,NOR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.69
Norway,NOR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Oman,OMN,Population density (people per sq. km of land area),EN.POP.DNST,14.8716252019386
Oman,OMN,"Population, total",SP.POP.TOTL,4602768
Oman,OMN,Population in largest city,EN.URB.LCTY,1501635
Oman,OMN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Oman,OMN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Pakistan,PAK,Population density (people per sq. km of land area),EN.POP.DNST,289.660232461602
Pakistan,PAK,"Population, total",SP.POP.TOTL,223293280
Pakistan,PAK,Population in largest city,EN.URB.LCTY,15741406
Pakistan,PAK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.83
Pakistan,PAK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,57.9988594055176
Palau,PLW,Population density (people per sq. km of land area),EN.POP.DNST,38.9478260869565
Palau,PLW,"Population, total",SP.POP.TOTL,17916
Palau,PLW,Population in largest city,EN.URB.LCTY,..
Palau,PLW,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Palau,PLW,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Panama,PAN,Population density (people per sq. km of land area),EN.POP.DNST,57.0575896468051
Panama,PAN,"Population, total",SP.POP.TOTL,4232532
Panama,PAN,Population in largest city,EN.URB.LCTY,1821693
Panama,PAN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.41
Panama,PAN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,95.7360763549805
Papua New Guinea,PNG,Population density (people per sq. km of land area),EN.POP.DNST,21.0716027028221
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,9542486
Papua New Guinea,PNG,Population in largest city,EN.URB.LCTY,374517
Papua New Guinea,PNG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Papua New Guinea,PNG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Paraguay,PRY,Population density (people per sq. km of land area),EN.POP.DNST,16.436008054367
Paraguay,PRY,"Population, total",SP.POP.TOTL,6530026
Paraguay,PRY,Population in largest city,EN.URB.LCTY,3279160
Paraguay,PRY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.59
Paraguay,PRY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,93.2135314941406
Peru,PER,Population density (people per sq. km of land area),EN.POP.DNST,25.64442265625
Peru,PER,"Population, total",SP.POP.TOTL,32824861
Peru,PER,Population in largest city,EN.URB.LCTY,10554712
Peru,PER,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.38
Peru,PER,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Philippines,PHL,Population density (people per sq. km of land area),EN.POP.DNST,370.194197940772
Philippines,PHL,"Population, total",SP.POP.TOTL,110380804
Philippines,PHL,Population in largest city,EN.URB.LCTY,13698889
Philippines,PHL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.24
Philippines,PHL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,96.2781677246094
Poland,POL,Population density (people per sq. km of land area),EN.POP.DNST,124.025595374212
Poland,POL,"Population, total",SP.POP.TOTL,37965475
Poland,POL,Population in largest city,EN.URB.LCTY,1775933
Poland,POL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.28
Poland,POL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Portugal,PRT,Population density (people per sq. km of land area),EN.POP.DNST,112.288582794065
Portugal,PRT,"Population, total",SP.POP.TOTL,10286263
Portugal,PRT,Population in largest city,EN.URB.LCTY,2942097
Portugal,PRT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.46
Portugal,PRT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Puerto Rico,PRI,Population density (people per sq. km of land area),EN.POP.DNST,360.055693348365
Puerto Rico,PRI,"Population, total",SP.POP.TOTL,3193694
Puerto Rico,PRI,Population in largest city,EN.URB.LCTY,2451375
Puerto Rico,PRI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.3
Puerto Rico,PRI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Qatar,QAT,Population density (people per sq. km of land area),EN.POP.DNST,244.319843342037
Qatar,QAT,"Population, total",SP.POP.TOTL,2807235
Qatar,QAT,Population in largest city,EN.URB.LCTY,715997
Qatar,QAT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,0.1
Qatar,QAT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Romania,ROU,Population density (people per sq. km of land area),EN.POP.DNST,84.1952712100139
Romania,ROU,"Population, total",SP.POP.TOTL,19371648
Romania,ROU,Population in largest city,EN.URB.LCTY,1812290
Romania,ROU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.91
Romania,ROU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Russian Federation,RUS,Population density (people per sq. km of land area),EN.POP.DNST,8.81769599441163
Russian Federation,RUS,"Population, total",SP.POP.TOTL,144406261
Russian Federation,RUS,Population in largest city,EN.URB.LCTY,12476171
Russian Federation,RUS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.5
Russian Federation,RUS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Rwanda,RWA,Population density (people per sq. km of land area),EN.POP.DNST,520.268666396433
Rwanda,RWA,"Population, total",SP.POP.TOTL,12835028
Rwanda,RWA,Population in largest city,EN.URB.LCTY,1094796
Rwanda,RWA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,11.24
Rwanda,RWA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Samoa,WSM,Population density (people per sq. km of land area),EN.POP.DNST,76.2248201438849
Samoa,WSM,"Population, total",SP.POP.TOTL,211905
Samoa,WSM,Population in largest city,EN.URB.LCTY,..
Samoa,WSM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Samoa,WSM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
San Marino,SMR,Population density (people per sq. km of land area),EN.POP.DNST,569.633333333333
San Marino,SMR,"Population, total",SP.POP.TOTL,34178
San Marino,SMR,Population in largest city,EN.URB.LCTY,..
San Marino,SMR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.54
San Marino,SMR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Sao Tome and Principe,STP,Population density (people per sq. km of land area),EN.POP.DNST,223.540625
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,214599
Sao Tome and Principe,STP,Population in largest city,EN.URB.LCTY,..
Sao Tome and Principe,STP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Sao Tome and Principe,STP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Saudi Arabia,SAU,Population density (people per sq. km of land area),EN.POP.DNST,16.6662923491294
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,35827362
Saudi Arabia,SAU,Population in largest city,EN.URB.LCTY,7070665
Saudi Arabia,SAU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.64
Saudi Arabia,SAU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Senegal,SEN,Population density (people per sq. km of land area),EN.POP.DNST,83.1079883654495
Senegal,SEN,"Population, total",SP.POP.TOTL,16000781
Senegal,SEN,Population in largest city,EN.URB.LCTY,3057065
Senegal,SEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.86
Senegal,SEN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Serbia,SRB,Population density (people per sq. km of land area),EN.POP.DNST,79.4104161902584
Serbia,SRB,"Population, total",SP.POP.TOTL,6945235
Serbia,SRB,Population in largest city,EN.URB.LCTY,1393717
Serbia,SRB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,10.39
Serbia,SRB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,99.4825286865234
Seychelles,SYC,Population density (people per sq. km of land area),EN.POP.DNST,212.228260869565
Seychelles,SYC,"Population, total",SP.POP.TOTL,97625
Seychelles,SYC,Population in largest city,EN.URB.LCTY,..
Seychelles,SYC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.97
Seychelles,SYC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Sierra Leone,SLE,Population density (people per sq. km of land area),EN.POP.DNST,111.482793017456
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,8046828
Sierra Leone,SLE,Population in largest city,EN.URB.LCTY,1168424
Sierra Leone,SLE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Sierra Leone,SLE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Singapore,SGP,Population density (people per sq. km of land area),EN.POP.DNST,7965.87849162011
Singapore,SGP,"Population, total",SP.POP.TOTL,5703569
Singapore,SGP,Population in largest city,EN.URB.LCTY,5868104
Singapore,SGP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.1
Singapore,SGP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,97.4795837402344
Sint Maarten (Dutch part),SXM,Population density (people per sq. km of land area),EN.POP.DNST,1223.76470588235
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,41608
Sint Maarten (Dutch part),SXM,Population in largest city,EN.URB.LCTY,..
Sint Maarten (Dutch part),SXM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Sint Maarten (Dutch part),SXM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Slovak Republic,SVK,Population density (people per sq. km of land area),EN.POP.DNST,113.43899750416
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5454147
Slovak Republic,SVK,Population in largest city,EN.URB.LCTY,432508
Slovak Republic,SVK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.76
Slovak Republic,SVK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Slovenia,SVN,Population density (people per sq. km of land area),EN.POP.DNST,103.711934605987
Slovenia,SVN,"Population, total",SP.POP.TOTL,2088385
Slovenia,SVN,Population in largest city,EN.URB.LCTY,..
Slovenia,SVN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.45
Slovenia,SVN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Solomon Islands,SLB,Population density (people per sq. km of land area),EN.POP.DNST,24.115505537692
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,674993
Solomon Islands,SLB,Population in largest city,EN.URB.LCTY,..
Solomon Islands,SLB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Solomon Islands,SLB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Somalia,SOM,Population density (people per sq. km of land area),EN.POP.DNST,25.4747027130424
Somalia,SOM,"Population, total",SP.POP.TOTL,15981300
Somalia,SOM,Population in largest city,EN.URB.LCTY,2179855
Somalia,SOM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,18.83
Somalia,SOM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
South Africa,ZAF,Population density (people per sq. km of land area),EN.POP.DNST,47.8835494481036
South Africa,ZAF,"Population, total",SP.POP.TOTL,58087055
South Africa,ZAF,Population in largest city,EN.URB.LCTY,5635127
South Africa,ZAF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,25.54
South Africa,ZAF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,95.0229721069336
South Sudan,SSD,Population density (people per sq. km of land area),EN.POP.DNST,16.5329482695868
South Sudan,SSD,"Population, total",SP.POP.TOTL,10447666
South Sudan,SSD,Population in largest city,EN.URB.LCTY,385765
South Sudan,SSD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
South Sudan,SSD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Spain,ESP,Population density (people per sq. km of land area),EN.POP.DNST,94.3508089023978
Spain,ESP,"Population, total",SP.POP.TOTL,47134837
Spain,ESP,Population in largest city,EN.URB.LCTY,6559041
Spain,ESP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,14.1
Spain,ESP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Sri Lanka,LKA,Population density (people per sq. km of land area),EN.POP.DNST,352.431694638296
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,21803000
Sri Lanka,LKA,Population in largest city,EN.URB.LCTY,606158
Sri Lanka,LKA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.67
Sri Lanka,LKA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,92.2529602050781
St. Kitts and Nevis,KNA,Population density (people per sq. km of land area),EN.POP.DNST,183.507692307692
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,47712
St. Kitts and Nevis,KNA,Population in largest city,EN.URB.LCTY,..
St. Kitts and Nevis,KNA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
St. Kitts and Nevis,KNA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
St. Lucia,LCA,Population density (people per sq. km of land area),EN.POP.DNST,292.759016393443
St. Lucia,LCA,"Population, total",SP.POP.TOTL,178583
St. Lucia,LCA,Population in largest city,EN.URB.LCTY,..
St. Lucia,LCA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,15.34
St. Lucia,LCA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
St. Martin (French part),MAF,Population density (people per sq. km of land area),EN.POP.DNST,662.42
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,33121
St. Martin (French part),MAF,Population in largest city,EN.URB.LCTY,..
St. Martin (French part),MAF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
St. Martin (French part),MAF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
St. Vincent and the Grenadines,VCT,Population density (people per sq. km of land area),EN.POP.DNST,269.035897435897
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,104924
St. Vincent and the Grenadines,VCT,Population in largest city,EN.URB.LCTY,..
St. Vincent and the Grenadines,VCT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
St. Vincent and the Grenadines,VCT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Sudan,SDN,Population density (people per sq. km of land area),EN.POP.DNST,23.1435187366167
Sudan,SDN,"Population, total",SP.POP.TOTL,43232093
Sudan,SDN,Population in largest city,EN.URB.LCTY,5677921
Sudan,SDN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Sudan,SDN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Suriname,SUR,Population density (people per sq. km of land area),EN.POP.DNST,3.84808333333333
Suriname,SUR,"Population, total",SP.POP.TOTL,600301
Suriname,SUR,Population in largest city,EN.URB.LCTY,..
Suriname,SUR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Suriname,SUR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Sweden,SWE,Population density (people per sq. km of land area),EN.POP.DNST,25.2376654802124
Sweden,SWE,"Population, total",SP.POP.TOTL,10278887
Sweden,SWE,Population in largest city,EN.URB.LCTY,1608037
Sweden,SWE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.83
Sweden,SWE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Switzerland,CHE,Population density (people per sq. km of land area),EN.POP.DNST,217.042781721823
Switzerland,CHE,"Population, total",SP.POP.TOTL,8575280
Switzerland,CHE,Population in largest city,EN.URB.LCTY,1383092
Switzerland,CHE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.39
Switzerland,CHE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Syrian Arab Republic,SYR,Population density (people per sq. km of land area),EN.POP.DNST,109.449714099003
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,20098251
Syrian Arab Republic,SYR,Population in largest city,EN.URB.LCTY,2353637
Syrian Arab Republic,SYR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Syrian Arab Republic,SYR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Tajikistan,TJK,Population density (people per sq. km of land area),EN.POP.DNST,67.2743209164925
Tajikistan,TJK,"Population, total",SP.POP.TOTL,9337003
Tajikistan,TJK,Population in largest city,EN.URB.LCTY,893826
Tajikistan,TJK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Tajikistan,TJK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Tanzania,TZA,Population density (people per sq. km of land area),EN.POP.DNST,67.5915319485211
Tanzania,TZA,"Population, total",SP.POP.TOTL,59872579
Tanzania,TZA,Population in largest city,EN.URB.LCTY,6368272
Tanzania,TZA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Tanzania,TZA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Thailand,THA,Population density (people per sq. km of land area),EN.POP.DNST,139.57557008358
Thailand,THA,"Population, total",SP.POP.TOTL,71307763
Thailand,THA,Population in largest city,EN.URB.LCTY,10350204
Thailand,THA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,0.72
Thailand,THA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Timor-Leste,TLS,Population density (people per sq. km of land area),EN.POP.DNST,86.1088096839274
Timor-Leste,TLS,"Population, total",SP.POP.TOTL,1280438
Timor-Leste,TLS,Population in largest city,EN.URB.LCTY,..
Timor-Leste,TLS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Timor-Leste,TLS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Togo,TGO,Population density (people per sq. km of land area),EN.POP.DNST,151.555322669608
Togo,TGO,"Population, total",SP.POP.TOTL,8243094
Togo,TGO,Population in largest city,EN.URB.LCTY,1785310
Togo,TGO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Togo,TGO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,66.5370788574219
Tonga,TON,Population density (people per sq. km of land area),EN.POP.DNST,145.765277777778
Tonga,TON,"Population, total",SP.POP.TOTL,104951
Tonga,TON,Population in largest city,EN.URB.LCTY,..
Tonga,TON,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Tonga,TON,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Trinidad and Tobago,TTO,Population density (people per sq. km of land area),EN.POP.DNST,296.287524366472
Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,1519955
Trinidad and Tobago,TTO,Population in largest city,EN.URB.LCTY,544259
Trinidad and Tobago,TTO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.52
Trinidad and Tobago,TTO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Tunisia,TUN,Population density (people per sq. km of land area),EN.POP.DNST,77.5573764160659
Tunisia,TUN,"Population, total",SP.POP.TOTL,12049314
Tunisia,TUN,Population in largest city,EN.URB.LCTY,2327822
